"NAME","TYPE","BILLINGSTREET","BILLINGCITY","BILLINGSTATE","BILLINGPOSTALCODE","BILLINGCOUNTRY","SHIPPINGSTREET","SHIPPINGCITY","SHIPPINGSTATE","SHIPPINGPOSTALCODE","SHIPPINGCOUNTRY","PHONE","WEBSITE","INDUSTRY","OWNERSHIP","NUMBEROFEMPLOYEES","RATING","DESCRIPTION","Supplier_Company_Id__c"
"Gallo Ernst & Julio Winery","Installation Partner","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","Steenderen","NL-GE","7221 CD","NL","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","Steenderen","NL-GE","7221 CD","NL","7221CD","www.Aviko BV.com","Technology","Other",56745,"Warm","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",8224
"GAMA MODELS SCP","Technology Partner","1301 Avenue of the Americas 
New York, NY 10019
USA","MERIDA","MX-YU",97203,"MX","1301 Avenue of the Americas 
New York, NY 10019
USA","MERIDA","MX-YU",97203,"MX","GMO0903189CA","www.GAMA MODELS SCP.com","Environmental","Private",35234,"Hot","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",8225
"Gamblers Anonymous","Installation Partner","1301 Avenue of the Americas 
New York, NY 10019
USA","Elst","NL-GE","6662 WC","NL","2 Place Jussieu","Elst","NL-GE","6662 WC","NL","6662 WC","www.Logoplaste Elst BV.com","Utilities","Subsidiary",23,"Cold","Commerical logistics and transportation company.",8226
"GAMBOA AHUMADA EDUARDO","Other","1301 Hoch Drive","MEXICO","MX-NL",80010,"MX","Test acc 2157","MEXICO","MX-NL",80010,"MX","GAAE541026MLA","www.GAMBOA AHUMADA EDUARDO.com","Agriculture","Public",23,"Cold","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",8227
"GARCIA GARCIA MANUEL","Prospect","2 Place Jussieu","MEXICO","MX-NL",37700,"MX","2 Place Jussieu","MEXICO","MX-NL",37700,"MX","GAGM470924ME0","www.GARCIA GARCIA MANUEL.com","Technology","Other",45,"Warm","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",8228
"GARCIA GARCIA MARIA DE LA LUZ","Customer - Direct","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","MEXICO","MX-NL",66053,"MX","2 Place Jussieu","MEXICO","MX-NL",66053,"MX","GAGL570605335","www.GARCIA GARCIA MARIA DE LA LUZ.com","Telecommunications","Public",63,"Cold","Commerical logistics and transportation company.",8229
"GARCIA LOMELI ARTURO","Customer - Channel","312 Constitution Place
Austin, TX 78767
USA","MEXICO","MX-NL",22930,"MX","DHE010828K6A","MEXICO","MX-NL",22930,"MX","GALA581219GB4","www.GARCIA LOMELI ARTURO.com","Not For Profit","Other",234,"Warm","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",8230
"GARCIA PEREZ AMELIA","Channel Partner / Reseller","345 Shoreline Park
Mountain View, CA 94043
USA","MEXICO","MX-NL",38110,"MX","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","MEXICO","MX-NL",38110,"MX","GAPA6802121S6","www.GARCIA PEREZ AMELIA.com","Healthcare","Private",45,"Cold","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",8231
"GARCIA TOPETE ENRIQUE","Installation Partner","525 S. Lexington Ave","MEXICO","MX-NL",85010,"MX","2 Place Jussieu","MEXICO","MX-NL",85010,"MX","GATE820605SV7","www.GARCIA TOPETE ENRIQUE.com","Finance","Subsidiary",4,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",8232
"GARCIA ZAMORA CRISTIAN","Technology Partner","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","MEXICO","MX-NL",0,"MX","CES081007NE0","MEXICO","MX-NL",0,"MX","GAZC751124Q6A","www.GARCIA ZAMORA CRISTIAN.com","Energy","Subsidiary",120,"Cold","Commerical logistics and transportation company.",8233
"GARZA DEL POZO CARLOS","Other","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","MEXICO","MX-NL",64570,"MX","DHE010828K6A","MEXICO","MX-NL",64570,"MX","GAPC4505021X5","www.GARZA DEL POZO CARLOS.com","Government","Public",23,"Warm","Commerical logistics and transportation company.",8234
"GARZA ELIZONDO Y COMPANIA SA DE CV","Prospect","9 Tagore Lane
Singapore, Singapore 787472
Singapore","MEXICO","MX-NL",67450,"MX","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","MEXICO","MX-NL",67450,"MX","GEL810115VD6","www.GARZA ELIZONDO Y COMPANIA SA DE CV.com","Transportation","Private",456745,"Warm","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",8235
"GASBO SA DE CV","Customer - Direct","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","MEXICO","MX-NL",85010,"MX","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","MEXICO","MX-NL",85010,"MX","GAS060707571","www.GASBO SA DE CV.com","Food & Beverage","Other",234,"Hot","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",8236
"GASTRONOMICA PATAGONIA SA DE CV","Customer - Channel","The Landmark @ One Market","MEXICO","MX-NL",38050,"MX","DHE010828K6A","MEXICO","MX-NL",38050,"MX","GPA0602149V1","www.GASTRONOMICA PATAGONIA SA DE CV.com","Transportation","Private",5134,"Cold","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",8237
"GATEWAY FS","Channel Partner / Reseller","1301 Avenue of the Americas 
New York, NY 10019
USA","RED BUD","IL",62298,"US","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","RED BUD","IL",62298,"US","37-1263556","www.GATEWAY FS.com","Consulting","Other",1,"Cold","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",8238
"GAVILON GRAIN","Installation Partner","1301 Hoch Drive","Omaha","NE",68102,"US","CES081007NE0","Omaha","NE",68102,"US","41-2274427","www.GAVILON GRAIN.com","Insurance","Other",52,"Hot","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",8239
"GAXIOLA MELENDREZ MARIO ALBERTO","Technology Partner","2 Place Jussieu","MEXICO","MX-NL",85137,"MX","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","MEXICO","MX-NL",85137,"MX","GAMM680112DK6","www.GAXIOLA MELENDREZ MARIO ALBERTO.com","Insurance","Other",52,"Hot","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",8240
"GEA GRUPO DE ECONOMISTAS Y ASOCIADO","Other","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","MEXICO","MX-NL",3020,"MX","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","MEXICO","MX-NL",3020,"MX","GGE900917M92","www.GEA GRUPO DE ECONOMISTAS Y ASOCIADO.com","Technology","Other",56745,"Warm","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",8241
"GEEKRF SA DE CV","Prospect","312 Constitution Place
Austin, TX 78767
USA","MEXICO","MX-NL",3100,"MX","1301 Hoch Drive","MEXICO","MX-NL",3100,"MX","GEE0905071Y7","www.GEEKRF SA DE CV.com","Other","Other",2345,"Warm","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",8242
"Gelderland Frischwarenges GmbH","Customer - Direct","345 Shoreline Park
Mountain View, CA 94043
USA","Emmerich","DE-NW",46446,"DE","DHE010828K6A","Emmerich","DE-NW",46446,"DE",46446,"www.Gelderland Frischwarenges GmbH.com","Government","Public",45,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",8243
"Genco Stamping and Manufacturing Company","Customer - Channel","525 S. Lexington Ave","Cookeville","TN",38506,"US","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","Cookeville","TN",38506,"US",620855424,"www.Genco Stamping and Manufacturing Company.com","Environmental","Private",2342,"Cold","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",8244
"GenePoint","Channel Partner / Reseller","345 Shoreline Park
Mountain View, CA 94043
USA","Mountain View","CA",0,"US","345 Shoreline Park
Mountain View, CA 94043
USA","Zhaoyuan","AL",315000,"CN","(650) 867-3450","www.GenePoint.com","Electronics","Private",265,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",8245
"GENERAL DE CERAMICA S A DE C V","Installation Partner","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","APODACA","MX-NL",66600,"MX","345 Shoreline Park
Mountain View, CA 94043
USA","APODACA","MX-NL",66600,"MX",7777777,"www.GENERAL DE CERAMICA S A DE C V.com","Banking","Subsidiary",23,"Warm","Commerical logistics and transportation company.",8246
"GENERAL DE PINTURAS Y SERVICIOS SA","Technology Partner","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","MEXICO","MX-NL",27000,"MX","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","MEXICO","MX-NL",27000,"MX","GPS0609136C9","www.GENERAL DE PINTURAS Y SERVICIOS SA.com","Shipping","Subsidiary",57,"Warm","Commerical logistics and transportation company.",8247
"GENESYS INFORMATICA DOLARES_error","Other","9 Tagore Lane
Singapore, Singapore 787472
Singapore","MONTERREY","MX-NL",0,"MX","CES081007NE0","MONTERREY","MX-NL",0,"MX","GIN9703048M2_error","www.GENESYS INFORMATICA DOLARES_error.com","Insurance","Other",234,"Cold","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",8248
"GENOMMA LAB INTERNACIONAL SA DE CV","Prospect","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","CUAUHTEMOC","MX-DF",0,"MX","Test acc 2157","CUAUHTEMOC","MX-DF",0,"MX","GLI961030TU5","www.GENOMMA LAB INTERNACIONAL SA DE CV.com","Healthcare","Private",23,"Hot","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",8249
"GERHARD JOEBSTL INT SUPPLY & SERVICES EU","Customer - Direct","The Landmark @ One Market","ST STEFAN","AT-6",8511,"ES","DHE010828K6A","ST STEFAN","AT-6",8511,"AT","PRF2014","www.GERHARD JOEBSTL INT SUPPLY & SERVICES EU.com","Apparel","Private",45,"Hot","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",8250
"GERINNOV CORPORATION","Customer - Channel","1301 Avenue of the Americas 
New York, NY 10019
USA","MEXICO","MX-NL",44160,"MX","1301 Hoch Drive","MEXICO","MX-NL",44160,"MX","GCO020725C84","www.GERINNOV CORPORATION.com","Communications","Private",12300,"Warm","Commerical logistics and transportation company.",8251
"GERMAN VEGA JULIAN ISIDORO","Channel Partner / Reseller","1301 Hoch Drive","MEXICO","MX-NL",23400,"MX","345 Shoreline Park
Mountain View, CA 94043
USA","MEXICO","MX-NL",23400,"MX","GEVJ7102229T5","www.GERMAN VEGA JULIAN ISIDORO.com","Telecommunications","Public",456745,"Hot","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",8252
"GHCL Limited","Installation Partner","2 Place Jussieu","Bhilad","IN-BR",396105,"IE","1301 Avenue of the Americas 
New York, NY 10019
USA","Bhilad","IN-BR",396105,"IN",6266611,"www.GHCL Limited.com","Environmental","Private",234,"Warm","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",8253
"GHIM LI GLOBAL PTE LT","Technology Partner","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","Singapore","SG-01",368819,"SG","DHE010828K6A","Singapore","SG-01",368819,"SG",6615230,"www.GHIM LI GLOBAL PTE LT.com","Education","Public",235,"Warm","Commerical logistics and transportation company.",8254
"GIMSA AUTOMOTRIZ SA DE CV","Other","312 Constitution Place
Austin, TX 78767
USA","MEXICO","MX-NL",670,"MX","Test acc 2157","MEXICO","MX-NL",670,"MX","GAU9312232R8","www.GIMSA AUTOMOTRIZ SA DE CV.com","Entertainment","Public",234234,"Warm","World's third largest oil and gas company.",8255
"GINWIN INDUSTRY CO LTD","Prospect","345 Shoreline Park
Mountain View, CA 94043
USA","Shanghai","CN-SH",200331,"CN","2 Place Jussieu","Shanghai","CN-SH",200331,"CN",111000000000,"www.GINWIN INDUSTRY CO LTD.com","Engineering","Other",23,"Cold","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",8256
"GKN Sinter Metals","Customer - Direct","525 S. Lexington Ave","Auburn Hills","MI",48326,"US","Test acc 2157","Auburn Hills","MI",48326,"US","38-3354296","www.GKN Sinter Metals.com","Telecommunications","Public",63,"Cold","Commerical logistics and transportation company.",8257
"GLOPS SA DE CV","Customer - Channel","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","MEXICO","MX-NL",80200,"MX","1301 Avenue of the Americas 
New York, NY 10019
USA","MEXICO","MX-NL",80200,"MX","GLOP0707145E4","www.GLOPS SA DE CV.com","Food & Beverage","Other",43,"Cold","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",8258
"GMC Hardwoods Inc","Channel Partner / Reseller","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","Dover","MA",2030,"US","2 Place Jussieu","Dover","MA",2030,"US",42385220,"www.GMC Hardwoods Inc.com","Consulting","Other",39000,"Warm","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",8259
"GOHAR TEXTILE MILLS (PVT) LTD","Installation Partner","9 Tagore Lane
Singapore, Singapore 787472
Singapore","Faisalabad","PK-PB",38000,"PK","1301 Hoch Drive","Faisalabad","PK-PB",38000,"PK",20130102,"www.GOHAR TEXTILE MILLS (PVT) LTD.com","Food & Beverage","Other",234,"Hot","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",8260
"GOLDEN TERRY TOWEL PVT LTD","Technology Partner","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","Panipat","IN-HR",132103,"IN","DHE010828K6A","Panipat","IN-HR",132103,"IN","(201) 301-1001","www.GOLDEN TERRY TOWEL PVT LTD.com","Utilities","Subsidiary",234,"Hot","World's third largest oil and gas company.",8261
"Golden Times Sweater And Dyeing Ltd","Other","The Landmark @ One Market","Dhaka","BD-3",1704,"DE","2 Place Jussieu","Dhaka","BD-3",1704,"BD",598594,"www.Golden Times Sweater And Dyeing Ltd.com","Construction","Subsidiary",234,"Hot","Commerical logistics and transportation company.",8262
"Goldie Marketing Pty Ltd","Prospect","1301 Avenue of the Americas 
New York, NY 10019
USA","Bayswater","AU-VI",3153,"AU","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","Bayswater","AU-VI",3153,"AU","(709) 989-7202","www.Goldie Marketing Pty Ltd.com","Media","Subsidiary",64356,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",8263
"GOMEZ LLAMAS JOSE ALVARO","Customer - Direct","1301 Hoch Drive","MEXICO","MX-NL",0,"MX","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","MEXICO","MX-NL",0,"MX","GOLA490219D22","www.GOMEZ LLAMAS JOSE ALVARO.com","Communications","Private",12341,"Warm","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",8264
"GOMEZ LOPEZ JESUS","Customer - Channel","2 Place Jussieu","MEXICO","MX-NL",38020,"MX","1301 Hoch Drive","MEXICO","MX-NL",38020,"MX","GOLJ6704099E1","www.GOMEZ LOPEZ JESUS.com","Chemicals","Public",234,"Cold","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",8265
"GOMEZ MUNOZ ERIKA","Channel Partner / Reseller","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","MEXICO","MX-NL",76140,"MX","1301 Avenue of the Americas 
New York, NY 10019
USA","MEXICO","MX-NL",76140,"MX","GOME810926JFA","www.GOMEZ MUNOZ ERIKA.com","Biotechnology","Other",23412,"Warm","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",8266
"GOMEZ VEGA FELIX","Installation Partner","312 Constitution Place
Austin, TX 78767
USA","MEXICO","MX-NL",86109,"MX","DHE010828K6A","MEXICO","MX-NL",86109,"MX","GOVF541001UN6","www.GOMEZ VEGA FELIX.com","Agriculture","Public",12341,"Warm","Commerical logistics and transportation company.",8267
"GOMSA CAMIONES S.A DE C.V.","Technology Partner","345 Shoreline Park
Mountain View, CA 94043
USA","MEXICO","MX-NL",91809,"MX","2 Place Jussieu","MEXICO","MX-NL",91809,"MX","GCA950503PT4","www.GOMSA CAMIONES S.A DE C.V..com","Agriculture","Public",2680,"Hot","World's third largest oil and gas company.",8268
"GONZALEZ AYALA WILBERT","Other","525 S. Lexington Ave","MEXICO","MX-NL",0,"MX","1301 Avenue of the Americas 
New York, NY 10019
USA","MEXICO","MX-NL",0,"MX","GOAW750822676","www.GONZALEZ AYALA WILBERT.com","Entertainment","Public",52,"Cold","Commerical logistics and transportation company.",8269
"GONZALEZ BURGOA RICARDO","Prospect","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","MEXICO","MX-NL",38000,"MX","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","MEXICO","MX-NL",38000,"MX","GOBR831018G97","www.GONZALEZ BURGOA RICARDO.com","Engineering","Other",345,"Warm","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",8270
"GONZALEZ CANO Y CIA SA DE CV","Customer - Direct","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","MEXICO","MX-MX",0,"MX","DHE010828K6A","MEXICO","MX-MX",0,"MX","PRB852","www.GONZALEZ CANO Y CIA SA DE CV.com","Healthcare","Private",456,"Warm","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",8271
"GONZALEZ DURAN VAZQUEZ JUAN","Customer - Channel","9 Tagore Lane
Singapore, Singapore 787472
Singapore","MEXICO","MX-NL",97050,"MX","CES081007NE0","MEXICO","MX-NL",97050,"MX","GOVJ650507BQ9","www.GONZALEZ DURAN VAZQUEZ JUAN.com","Other","Other",412,"Hot","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",8272
"GONZALEZ GONZALEZ JULIO ENRIQUE","Channel Partner / Reseller","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","MEXICO","MX-NL",24117,"MX","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","MEXICO","MX-NL",24117,"MX","GOGJ780718M33","www.GONZALEZ GONZALEZ JULIO ENRIQUE.com","Consulting","Other",45,"Warm","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",8273
"GOSOFT SOLUCIONES INTELIGENT","Installation Partner","The Landmark @ One Market","MONTERREY","MX-NL",0,"MX","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","MONTERREY","MX-NL",0,"MX","GSI120419FH1","www.GOSOFT SOLUCIONES INTELIGENT.com","Media","Subsidiary","Cold","World's third largest oil and gas company.",,8274
"GOURMET COOKIES S DE RL DE CV","Technology Partner","1301 Avenue of the Americas 
New York, NY 10019
USA","TULTEPEC","MX-MX",54980,"MX","345 Shoreline Park
Mountain View, CA 94043
USA","TULTEPEC","MX-MX",54980,"MX","GCO1012171Z8","www.GOURMET COOKIES S DE RL DE CV.com","Electronics","Private",265,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",8275
"GOYA CORTES ALBERTO DE JESUS","Other","1301 Hoch Drive","MEXICO","MX-NL",0,"MX","1301 Hoch Drive","MEXICO","MX-NL",0,"MX","GOCA630211F66","www.GOYA CORTES ALBERTO DE JESUS.com","Electronics","Private",345,"Warm","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",8276
"GPO AGROIND DE ALIMENTOS MEXICANOS SA CV","Prospect","2 Place Jussieu","CUAUHTEMOC","MX-DF",6700,"MX","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","CUAUHTEMOC","MX-DF",6700,"MX","GAA0103131H9","www.GPO AGROIND DE ALIMENTOS MEXICANOS SA CV.com","Apparel","Private",45,"Hot","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",8277
"Grand Hotels & Resorts Ltd","Customer - Direct","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","Chicago","IL",0,"AU","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","Zhuhai","AT-6",0,"MX","(312) 596-1000","www.Grand Hotels & Resorts Ltd.com","Banking","Subsidiary",5600,"Cold","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",8278
"GRANEROS UNIDOS SA DE CV","Customer - Channel","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","MEXICO","MX-NL",80308,"MX","CES081007NE0","MEXICO","MX-NL",80308,"MX","GUN991115KNA","www.GRANEROS UNIDOS SA DE CV.com","Food & Beverage","Other",436,"Warm","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",8279
"GRANJA RAB SA DE CV","Channel Partner / Reseller","312 Constitution Place
Austin, TX 78767
USA","MEXICO","MX-NL",81200,"MX","345 Shoreline Park
Mountain View, CA 94043
USA","MEXICO","MX-NL",81200,"MX","GRA071214AK7","www.GRANJA RAB SA DE CV.com","Retail","Private",34,"Cold","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",8280
"Grede Foundries","Installation Partner","345 Shoreline Park
Mountain View, CA 94043
USA","Milwaukee","WI",53226,"US","DHE010828K6A","Milwaukee","WI",53226,"US","39-0628000","www.Grede Foundries.com","Technology","Other",45,"Warm","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",8281
"GRIJALVA CONS EDNA YOLANDA","Technology Partner","525 S. Lexington Ave","MEXICO","MX-NL",50180,"MX","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","MEXICO","MX-NL",50180,"MX","GICE690818PP8","www.GRIJALVA CONS EDNA YOLANDA.com","Recreation","Public",76457,"Hot","Commerical logistics and transportation company.",8282
"GROUPE SEB FRANCE","Other","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","Lyon","FR-69",69355,"FR","Test acc 2157","Lyon","FR-69",69355,"FR",64440410637,"www.GROUPE SEB FRANCE.com","Telecommunications","Public",8,"Warm","World's third largest oil and gas company.",8283
"GRUAS GALINDO DE SALTILLO SA DE CV","Prospect","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","MEXICO","MX-NL",25280,"MX","CES081007NE0","MEXICO","MX-NL",25280,"MX","GGS0010267E3","www.GRUAS GALINDO DE SALTILLO SA DE CV.com","Shipping","Subsidiary",3456,"Cold","World's third largest oil and gas company.",8284
"GRUPO ACIR MORELOS SA DE CV","Customer - Direct","9 Tagore Lane
Singapore, Singapore 787472
Singapore","MEXICO","MX-NL",62050,"MX","345 Shoreline Park
Mountain View, CA 94043
USA","MEXICO","MX-NL",62050,"MX","GAM920312BC0","www.GRUPO ACIR MORELOS SA DE CV.com","Machinery","Public",345,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",8285
"GRUPO ALFEREG SA DE CV","Customer - Channel","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","IZTAPALAPA","MX-DF",9400,"MX","Test acc 2157","IZTAPALAPA","MX-DF",9400,"MX","GAL080208I51","www.GRUPO ALFEREG SA DE CV.com","Recreation","Public",5,"Cold","World's third largest oil and gas company.",8286
"GRUPO BAJO CERO SA DE CV","Channel Partner / Reseller","The Landmark @ One Market","MEXICO","MX-NL",44430,"MX","CES081007NE0","MEXICO","MX-NL",44430,"MX","GBC880829817","www.GRUPO BAJO CERO SA DE CV.com","Chemicals","Public",2342,"Hot","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",8287
"GRUPO COMBUSTIBLESS.A. DE C.V.","Installation Partner","1301 Avenue of the Americas 
New York, NY 10019
USA","MEXICO","MX-NL",96496,"MX","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","MEXICO","MX-NL",96496,"MX","GCO021001UP5","www.GRUPO COMBUSTIBLESS.A. DE C.V..com","Construction","Subsidiary",1000,"Cold","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",8288
"GRUPO COMERCIAL CHAPA SA DE CV","Technology Partner","1301 Hoch Drive","MEXICO","MX-MX",0,"MX","CES081007NE0","MEXICO","MX-MX",0,"MX","PRF1438","www.GRUPO COMERCIAL CHAPA SA DE CV.com","Entertainment","Public",45,"Hot","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",8289
"GRUPO CONFIRMA INVESTIGACIONES","Other","2 Place Jussieu","MEXICO","MX-NL",6400,"MX","CES081007NE0","MEXICO","MX-NL",6400,"MX","GCI960115P5A","www.GRUPO CONFIRMA INVESTIGACIONES.com","Banking","Subsidiary",5600,"Cold","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",8290
"GRUPO ELECTRICO COELBA SA  DE CV","Prospect","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","MEXICO","MX-NL",37390,"MX","CES081007NE0","MEXICO","MX-NL",37390,"MX","GEC080519N20","www.GRUPO ELECTRICO COELBA SA  DE CV.com","Apparel","Private",145000,"Warm","World's third largest oil and gas company.",8291
"GRUPO IDALIMENTOS SA DE CV","Customer - Direct","312 Constitution Place
Austin, TX 78767
USA","MEXICO","MX-NL",64988,"MX","1301 Hoch Drive","MEXICO","MX-NL",64988,"MX","GID071212GR6","www.GRUPO IDALIMENTOS SA DE CV.com","Media","Subsidiary",64356,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",8292
"GRUPO INDUSTRIAL DETESI SA DE CV","Customer - Channel","345 Shoreline Park
Mountain View, CA 94043
USA","EL SALTO","MX-JA",45690,"MX","Test acc 2157","EL SALTO","MX-JA",45690,"MX","GID0206122KA","www.GRUPO INDUSTRIAL DETESI SA DE CV.com","Not For Profit","Other",35,"Cold","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",8293
